REGIONE,PROVINCIA,COMUNE,NUMERI_CIVICI,CON_COORDINATE,COMPLETAMENTO_%,COORDINATE_AGGIUNTE,CIVICI_AGGIUNTI,COSA_E_CAMBIATO,ULTIMO_AGGIORNAMENTO,CON_COORDINATE_MESE_SCORSO,NUMERI_CIVICI_MESE_SCORSO,DATI_AGGIORNATI_AL,CODICE_ISTAT,CODICE_CATASTALE,CODICE_IPA
EMILIA ROMAGNA,MODENA,PRIGNANO SULLA SECCHIA,2444,2444,100.0,2,2,Aggiunti civici e coordinate,2026-09,2442,2442,2026-09-15,036033,H061,c_h061
EMILIA ROMAGNA,MODENA,SESTOLA,3744,3744,100.0,2,2,Aggiunti civici e coordinate,2026-09,3742,3742,2026-09-15,036043,I689,c_i689
EMILIA ROMAGNA,PARMA,FONTANELLATO,3093,3093,100.0,2,2,Aggiunti civici e coordinate,2026-09,3091,3091,2026-09-15,034015,D673,c_d673
FRIULI VENEZIA GIULIA,PORDENONE,PORDENONE,12668,12668,100.0,2,2,Aggiunti civici e coordinate,2026-09,12666,12666,2026-09-15,093033,G888,c_g888
FRIULI VENEZIA GIULIA,UDINE,FAGAGNA,3541,3541,100.0,2,2,Aggiunti civici e coordinate,2026-09,3539,3539,2026-09-15,030037,D461,c_d461
LOMBARDIA,BERGAMO,ALBINO,4868,4868,100.0,2,2,Aggiunti civici e coordinate,2026-09,4866,4866,2026-09-15,016004,A163,c_a163
LOMBARDIA,BRESCIA,SULZANO,950,950,100.0,2,2,Aggiunti civici e coordinate,2026-09,948,948,2026-09-15,017182,L002,c_l002
LOMBARDIA,LECCO,COLLE BRIANZA,1166,1166,100.0,2,2,Aggiunti civici e coordinate,2026-09,1164,1164,2026-09-15,097024,C851,c_c851
LOMBARDIA,MANTOVA,BORGO VIRGILIO,7849,7849,100.0,2,2,Aggiunti civici e coordinate,2026-09,7847,7847,2026-09-15,020071,M340,c_m340
LOMBARDIA,PAVIA,MAGHERNO,942,942,100.0,2,2,Aggiunti civici e coordinate,2026-09,940,940,2026-09-15,018085,E804,c_e804
LOMBARDIA,VARESE,CISLAGO,2962,2962,100.0,2,2,Aggiunti civici e coordinate,2026-09,2960,2960,2026-09-15,012050,C732,c_c732
PIEMONTE,CUNEO,SAMPEYRE,3425,3424,99.97,2,2,Aggiunti civici e coordinate,2026-09,3422,3423,2026-09-15,004205,H755,c_h755
PIEMONTE,VERBANO-CUSIO-OSSOLA,TRAREGO VIGGIONA,1226,1226,100.0,2,2,Aggiunti civici e coordinate,2026-09,1224,1224,2026-09-15,103066,L333,c_l333
PIEMONTE,VERCELLI,ALICE CASTELLO,1594,1594,100.0,2,2,Aggiunti civici e coordinate,2026-09,1592,1592,2026-09-15,002004,A198,C_A198
SARDEGNA,CITTA' METROPOLITANA DI CAGLIARI,SETTIMO SAN PIETRO,3382,3382,100.0,2,2,Aggiunti civici e coordinate,2026-09,3380,3380,2026-09-15,118054,I699,c_i699
TOSCANA,AREZZO,LORO CIUFFENNA,3588,3588,100.0,2,2,Aggiunti civici e coordinate,2026-09,3586,3586,2026-09-15,051020,E693,c_e693
TOSCANA,FIRENZE,FIRENZE,109106,109106,100.0,2,2,Aggiunti civici e coordinate,2026-09,109104,109104,2026-09-15,048017,D612,c_d612
UMBRIA,PERUGIA,TORGIANO,2351,2351,100.0,2,2,Aggiunti civici e coordinate,2026-09,2349,2349,2026-09-15,054053,L216,c_l216
VENETO,PADOVA,CASALSERUGO,2079,2079,100.0,2,2,Aggiunti civici e coordinate,2026-09,2077,2077,2026-09-15,028028,B912,c_b912
VENETO,TREVISO,RIESE PIO X,4534,4534,100.0,2,2,Aggiunti civici e coordinate,2026-09,4532,4532,2026-09-15,026068,H280,c_h280
VENETO,TREVISO,SAN FIOR,2954,2954,100.0,2,2,Aggiunti civici e coordinate,2026-09,2952,2952,2026-09-15,026072,H843,c_h843
SICILIA,AGRIGENTO,SANTA MARGHERITA DI BELICE,4303,55,1.28,2,1,Aggiunti civici e coordinate,2026-09,53,4302,2026-09-15,084038,I224,c_i224
SICILIA,MESSINA,NASO,3432,3418,99.59,2,1,Aggiunti civici e coordinate,2026-09,3416,3431,2026-09-15,083060,F848,c_f848
VENETO,TREVISO,PIEVE DEL GRAPPA,3410,3409,99.97,2,0,Aggiunte coordinate,2026-09,3407,3410,2026-09-15,026096,M422,c_m422
PIEMONTE,TORINO,CARIGNANO,3522,3518,99.89,1,5,Aggiunti civici e coordinate,2026-09,3517,3517,2026-09-15,001058,B777,c_b777
PIEMONTE,TORINO,SAN MAURIZIO CANAVESE,3173,3170,99.91,1,4,Aggiunti civici e coordinate,2026-09,3169,3169,2026-09-15,001248,I024,c_i024
EMILIA ROMAGNA,PIACENZA,LUGAGNANO VAL D'ARDA,2122,2120,99.91,1,2,Aggiunti civici e coordinate,2026-09,2119,2120,2026-09-15,033026,E726,c_e726
LOMBARDIA,BERGAMO,BREMBATE DI SOPRA,2828,2827,99.96,1,2,Aggiunti civici e coordinate,2026-09,2826,2826,2026-09-15,016038,B138,c_b138
VENETO,VENEZIA,SAN MICHELE AL TAGLIAMENTO,11150,11148,99.98,1,2,Aggiunti civici e coordinate,2026-09,11147,11148,2026-09-15,027034,I040,c_i040
ABRUZZO,CHIETI,ORTONA,10771,10771,100.0,1,1,Aggiunti civici e coordinate,2026-09,10770,10770,2026-09-15,069058,G141,c_g141
CALABRIA,CATANZARO,CATANZARO,32490,32481,99.97,1,1,Aggiunti civici e coordinate,2026-09,32480,32489,2026-09-15,079023,C352,c_c352
EMILIA ROMAGNA,BOLOGNA,MOLINELLA,7428,7428,100.0,1,1,Aggiunti civici e coordinate,2026-09,7427,7427,2026-09-15,037039,F288,c_f288
EMILIA ROMAGNA,BOLOGNA,MONTE SAN PIETRO,3927,3926,99.97,1,1,Aggiunti civici e coordinate,2026-09,3925,3926,2026-09-15,037042,F627,c_f627
EMILIA ROMAGNA,FORLI,BAGNO DI ROMAGNA,3670,3670,100.0,1,1,Aggiunti civici e coordinate,2026-09,3669,3669,2026-09-15,040001,A565,c_a565
EMILIA ROMAGNA,MODENA,FANANO,3316,3316,100.0,1,1,Aggiunti civici e coordinate,2026-09,3315,3315,2026-09-15,036011,D486,c_d486
EMILIA ROMAGNA,MODENA,PALAGANO,2418,2418,100.0,1,1,Aggiunti civici e coordinate,2026-09,2417,2417,2026-09-15,036029,G250,c_g250
EMILIA ROMAGNA,PARMA,PELLEGRINO PARMENSE,765,765,100.0,1,1,Aggiunti civici e coordinate,2026-09,764,764,2026-09-15,034028,G424,c_g424
EMILIA ROMAGNA,REGGIO EMILIA,QUATTRO CASTELLA,4706,4706,100.0,1,1,Aggiunti civici e coordinate,2026-09,4705,4705,2026-09-15,035030,H122,c_h122
FRIULI VENEZIA GIULIA,GORIZIA,RONCHI DEI LEGIONARI,4651,4650,99.98,1,1,Aggiunti civici e coordinate,2026-09,4649,4650,2026-09-15,031016,H531,c_h531
FRIULI VENEZIA GIULIA,UDINE,CIVIDALE DEL FRIULI,10943,10943,100.0,1,1,Aggiunti civici e coordinate,2026-09,10942,10942,2026-09-15,030026,C758,c_c758
FRIULI VENEZIA GIULIA,UDINE,FLAIBANO,842,842,100.0,1,1,Aggiunti civici e coordinate,2026-09,841,841,2026-09-15,030039,D630,c_d630
FRIULI VENEZIA GIULIA,UDINE,MAJANO,3353,3353,100.0,1,1,Aggiunti civici e coordinate,2026-09,3352,3352,2026-09-15,030053,E833,c_e833
FRIULI VENEZIA GIULIA,UDINE,MORUZZO,1243,1243,100.0,1,1,Aggiunti civici e coordinate,2026-09,1242,1242,2026-09-15,030063,F760,c_f760
LAZIO,LATINA,FONDI,17940,17940,100.0,1,1,Aggiunti civici e coordinate,2026-09,17939,17939,2026-09-15,059007,D662,c_d662
LAZIO,ROMA,ANZIO,24971,24971,100.0,1,1,Aggiunti civici e coordinate,2026-09,24970,24970,2026-09-15,058007,A323,c_a323
LAZIO,VITERBO,FALERIA,1478,1478,100.0,1,1,Aggiunti civici e coordinate,2026-09,1477,1477,2026-09-15,056025,D475,c_d475
LIGURIA,GENOVA,COGORNO,3453,3453,100.0,1,1,Aggiunti civici e coordinate,2026-09,3452,3452,2026-09-15,010018,C826,c_c826
LIGURIA,GENOVA,SESTRI LEVANTE,8001,7991,99.88,1,1,Aggiunti civici e coordinate,2026-09,7990,8000,2026-09-15,010059,I693,c_i693
LOMBARDIA,BERGAMO,RANZANICO,781,780,99.87,1,1,Aggiunti civici e coordinate,2026-09,779,780,2026-09-15,016179,H177,c_h177
LOMBARDIA,BERGAMO,SOTTO IL MONTE GIOVANNI XXIII,1308,1308,100.0,1,1,Aggiunti civici e coordinate,2026-09,1307,1307,2026-09-15,016203,I869,c_i869
LOMBARDIA,BRESCIA,MONTICHIARI,12996,12996,100.0,1,1,Aggiunti civici e coordinate,2026-09,12995,12995,2026-09-15,017113,F471,c_f471
LOMBARDIA,BRESCIA,POLAVENO,990,990,100.0,1,1,Aggiunti civici e coordinate,2026-09,989,989,2026-09-15,017144,G779,c_g779
LOMBARDIA,COMO,CREMIA,786,786,100.0,1,1,Aggiunti civici e coordinate,2026-09,785,785,2026-09-15,013083,D147,c_d147
LOMBARDIA,LECCO,ESINO LARIO,591,591,100.0,1,1,Aggiunti civici e coordinate,2026-09,590,590,2026-09-15,097035,D436,c_d436
LOMBARDIA,LODI,SOMAGLIA,1706,1706,100.0,1,1,Aggiunti civici e coordinate,2026-09,1705,1705,2026-09-15,098054,I815,c_i815
LOMBARDIA,MILANO,RHO,7162,7162,100.0,1,1,Aggiunti civici e coordinate,2026-09,7161,7161,2026-09-15,015182,H264,c_h264
MARCHE,MACERATA,PIORACO,1508,1508,100.0,1,1,Aggiunti civici e coordinate,2026-09,1507,1507,2026-09-15,043039,G690,c_g690
MARCHE,MACERATA,VALFORNACE,1377,1377,100.0,1,1,Aggiunti civici e coordinate,2026-09,1376,1376,2026-09-15,043058,M382,comvalfo
MARCHE,PESARO E URBINO,FERMIGNANO,2817,2817,100.0,1,1,Aggiunti civici e coordinate,2026-09,2816,2816,2026-09-15,041014,D541,c_d541
MOLISE,CAMPOBASSO,LIMOSANO,1123,1123,100.0,1,1,Aggiunti civici e coordinate,2026-09,1122,1122,2026-09-15,070032,E599,c_e599
PIEMONTE,BIELLA,CAVAGLIÀ,1608,1608,100.0,1,1,Aggiunti civici e coordinate,2026-09,1607,1607,2026-09-15,096016,C363,c_c363
PIEMONTE,BIELLA,COSSATO,5276,5276,100.0,1,1,Aggiunti civici e coordinate,2026-09,5275,5275,2026-09-15,096020,D094,c_d094
PIEMONTE,CUNEO,CARTIGNANO,248,248,100.0,1,1,Aggiunti civici e coordinate,2026-09,247,247,2026-09-15,004044,B845,c_b845
PIEMONTE,CUNEO,GORZEGNO,423,423,100.0,1,1,Aggiunti civici e coordinate,2026-09,422,422,2026-09-15,004097,E111,c_e111
PIEMONTE,NOVARA,CAMERI,3254,3253,99.97,1,1,Aggiunti civici e coordinate,2026-09,3252,3253,2026-09-15,003032,B473,c_b473
PIEMONTE,NOVARA,CASTELLETTO SOPRA TICINO,5245,5245,100.0,1,1,Aggiunti civici e coordinate,2026-09,5244,5244,2026-09-15,003043,C166,c_c166
PIEMONTE,TORINO,BARBANIA,922,922,100.0,1,1,Aggiunti civici e coordinate,2026-09,921,921,2026-09-15,001021,A625,c_a625
PIEMONTE,TORINO,MATHI,1198,1198,100.0,1,1,Aggiunti civici e coordinate,2026-09,1197,1197,2026-09-15,001146,F053,c_f053
PIEMONTE,TORINO,SANTENA,2353,2346,99.7,1,1,Aggiunti civici e coordinate,2026-09,2345,2352,2026-09-15,001257,I327,c_i327
PIEMONTE,VERBANO-CUSIO-OSSOLA,VILLADOSSOLA,2328,2328,100.0,1,1,Aggiunti civici e coordinate,2026-09,2327,2327,2026-09-15,103075,L906,c_l906
PIEMONTE,VERCELLI,GATTINARA,4579,4579,100.0,1,1,Aggiunti civici e coordinate,2026-09,4578,4578,2026-09-15,002061,D938,c_d938
PUGLIA,BRINDISI,ORIA,9619,9592,99.72,1,1,Aggiunti civici e coordinate,2026-09,9591,9618,2026-09-15,074011,G098,c_g098
PUGLIA,TARANTO,MANDURIA,22079,22074,99.98,1,1,Aggiunti civici e coordinate,2026-09,22073,22078,2026-09-15,073012,E882,c_e882
SICILIA,PALERMO,BAUCINA,2896,2895,99.97,1,1,Aggiunti civici e coordinate,2026-09,2894,2895,2026-09-15,082008,A719,c_a719
TRENTINO ALTO ADIGE,TRENTO,ALA,3807,3807,100.0,1,1,Aggiunti civici e coordinate,2026-09,3806,3806,2026-09-15,022001,A116,c_a116
VALLE D'AOSTA,AOSTA,SAINT-PIERRE,1882,1882,100.0,1,1,Aggiunti civici e coordinate,2026-09,1881,1881,2026-09-15,007063,H674,c_h674
VENETO,BELLUNO,DANTA DI CADORE,491,491,100.0,1,1,Aggiunti civici e coordinate,2026-09,490,490,2026-09-15,025017,D247,c_d247
VENETO,PADOVA,CAMPODARSEGO,5940,5940,100.0,1,1,Aggiunti civici e coordinate,2026-09,5939,5939,2026-09-15,028017,B524,c_b524
VENETO,PADOVA,CITTADELLA,8795,8795,100.0,1,1,Aggiunti civici e coordinate,2026-09,8794,8794,2026-09-15,028032,C743,c_c743
VENETO,PADOVA,SANTA GIUSTINA IN COLLE,3499,3499,100.0,1,1,Aggiunti civici e coordinate,2026-09,3498,3498,2026-09-15,028080,I207,c_i207
VENETO,TREVISO,LORIA,4202,4202,100.0,1,1,Aggiunti civici e coordinate,2026-09,4201,4201,2026-09-15,026036,E692,c_e692
VENETO,TREVISO,PIEVE DI SOLIGO,4966,4966,100.0,1,1,Aggiunti civici e coordinate,2026-09,4965,4965,2026-09-15,026057,G645,c_g645
VENETO,VENEZIA,CAORLE,7906,34,0.43,1,1,Aggiunti civici e coordinate,2026-09,33,7905,2026-09-15,027005,B642,c_b642
VENETO,VENEZIA,VENEZIA,87399,87384,99.98,1,1,Aggiunti civici e coordinate,2026-09,87383,87398,2026-09-15,027042,L736,c_l736
VENETO,VICENZA,MUSSOLENTE,3432,3432,100.0,1,1,Aggiunti civici e coordinate,2026-09,3431,3431,2026-09-15,024070,F829,c_f829
VENETO,VICENZA,ROSÀ,10290,10250,99.61,1,1,Aggiunti civici e coordinate,2026-09,10249,10289,2026-09-15,024087,H556,c_h556
CAMPANIA,BENEVENTO,FRAGNETO L'ABATE,1108,535,48.29,1,0,Aggiunte coordinate,2026-09,534,1108,2026-09-15,062033,D755,c_d755
FRIULI VENEZIA GIULIA,GORIZIA,TURRIACO,1366,1366,100.0,1,0,Aggiunte coordinate,2026-09,1365,1366,2026-09-15,031024,L474,c_l474
LOMBARDIA,CREMONA,CASALMAGGIORE,7360,7352,99.89,1,0,Aggiunte coordinate,2026-09,7351,7360,2026-09-15,019021,B898,c_b898
UMBRIA,PERUGIA,VALTOPINA,1073,1070,99.72,1,0,Aggiunte coordinate,2026-09,1069,1073,2026-09-15,054059,L653,c_l653
VENETO,VENEZIA,MARTELLAGO,8316,8240,99.09,1,0,Aggiunte coordinate,2026-09,8239,8316,2026-09-15,027021,E980,c_e980
SICILIA,PALERMO,BALESTRATE,5322,4442,83.46,0,870,Aggiunti civici,2026-09,4442,4452,2026-09-15,082007,A592,c_a592
VENETO,TREVISO,ALTIVOLE,3286,2617,79.64,0,614,Aggiunti civici,2026-09,2617,2672,2026-09-15,026001,A237,c_a237
ABRUZZO,AQUILA,ORICOLA,1596,1074,67.29,0,522,Aggiunti civici,2026-09,1074,1074,2026-09-15,066062,G102,c_g102
LOMBARDIA,BRESCIA,QUINZANO D'OGLIO,3617,0,0.0,0,126,Aggiunti civici,2026-09,0,3491,2026-09-15,017159,H140,c_h140
PIEMONTE,TORINO,TORINO,109700,0,0.0,0,66,Aggiunti civici,2026-09,0,109634,2026-09-15,001272,L219,c_l219
VENETO,VICENZA,SOVIZZO,4294,478,11.13,0,53,Aggiunti civici,2026-09,478,4241,2026-09-15,024128,M436,40B59AWR
LOMBARDIA,BRESCIA,PISOGNE,3826,3781,98.82,0,44,Aggiunti civici,2026-09,3781,3782,2026-09-15,017143,G710,c_g710
PUGLIA,BARI,RUVO DI PUGLIA,12872,12836,99.72,0,36,Aggiunti civici,2026-09,12836,12836,2026-09-15,072038,H645,c_h645
LOMBARDIA,BERGAMO,ZANICA,2740,1,0.04,0,33,Aggiunti civici,2026-09,1,2707,2026-09-15,016245,M147,c_m147
EMILIA ROMAGNA,RAVENNA,RAVENNA,78326,78278,99.94,0,27,Aggiunti civici,2026-09,78278,78299,2026-09-15,039014,H199,c_h199
PIEMONTE,CUNEO,CUNEO,10036,10010,99.74,0,26,Aggiunti civici,2026-09,10010,10010,2026-09-15,004078,D205,c_d205
EMILIA ROMAGNA,PARMA,NOCETO,4239,4220,99.55,0,19,Aggiunti civici,2026-09,4220,4220,2026-09-15,034025,F914,c_f914
CAMPANIA,CASERTA,CAIAZZO,4344,0,0.0,0,17,Aggiunti civici,2026-09,0,4327,2026-09-15,061009,B362,c_b362
FRIULI VENEZIA GIULIA,TRIESTE,TRIESTE,43625,0,0.0,0,17,Aggiunti civici,2026-09,0,43608,2026-09-15,032006,L424,c_l424
TRENTINO ALTO ADIGE,TRENTO,NOGAREDO,745,0,0.0,0,17,Aggiunti civici,2026-09,0,728,2026-09-15,022127,F920,c_f920
LOMBARDIA,SONDRIO,POGGIRIDENTI,805,0,0.0,0,15,Aggiunti civici,2026-09,0,790,2026-09-15,014051,G431,c_g431
TOSCANA,LIVORNO,CASTAGNETO CARDUCCI,7004,6986,99.74,0,15,Aggiunti civici,2026-09,6986,6989,2026-09-15,049006,C044,c_c044
FRIULI VENEZIA GIULIA,UDINE,PONTEBBA,1490,0,0.0,0,14,Aggiunti civici,2026-09,0,1476,2026-09-15,030076,G831,c_g831
LOMBARDIA,LODI,LODI,10450,0,0.0,0,13,Aggiunti civici,2026-09,0,10437,2026-09-15,098031,E648,c_e648
CAMPANIA,BENEVENTO,BENEVENTO,17645,17626,99.89,0,12,Aggiunti civici,2026-09,17626,17633,2026-09-15,062008,A783,c_a783
VENETO,VERONA,MOZZECANE,3604,0,0.0,0,12,Aggiunti civici,2026-09,0,3592,2026-09-15,023051,F789,c_f789
PUGLIA,FOGGIA,FOGGIA,30156,30056,99.67,0,11,Aggiunti civici,2026-09,30056,30145,2026-09-15,071024,D643,c_d643
SICILIA,PALERMO,TERRASINI,9832,9816,99.84,0,11,Aggiunti civici,2026-09,9816,9821,2026-09-15,082071,L131,c_l131
LOMBARDIA,BRESCIA,BORGO SAN GIACOMO,2202,0,0.0,0,10,Aggiunti civici,2026-09,0,2192,2026-09-15,017020,B035,c_b035
LOMBARDIA,MILANO,DAIRAGO,1650,0,0.0,0,10,Aggiunti civici,2026-09,0,1640,2026-09-15,015099,D244,c_d244
VENETO,PADOVA,ESTE,9261,9248,99.86,0,10,Aggiunti civici,2026-09,9248,9251,2026-09-15,028037,D442,c_d442
LOMBARDIA,BRESCIA,MAZZANO,5630,5603,99.52,0,9,Aggiunti civici,2026-09,5603,5621,2026-09-15,017107,F063,c_f063
PUGLIA,BARI,BARI,73230,75,0.1,0,9,Aggiunti civici,2026-09,75,73221,2026-09-15,072006,A662,c_a662
VENETO,PADOVA,VIGODARZERE,5041,0,0.0,0,9,Aggiunti civici,2026-09,0,5032,2026-09-15,028099,L892,c_l892
VENETO,VERONA,SAN BONIFACIO,6589,0,0.0,0,9,Aggiunti civici,2026-09,0,6580,2026-09-15,023069,H783,c_h783
PIEMONTE,ALESSANDRIA,VIGUZZOLO,1467,1459,99.45,0,8,Aggiunti civici,2026-09,1459,1459,2026-09-15,006181,L904,c_l904
PIEMONTE,TORINO,ROSTA,1535,1527,99.48,0,8,Aggiunti civici,2026-09,1527,1527,2026-09-15,001228,H583,c_h583
PIEMONTE,CUNEO,GENOLA,1248,1240,99.36,0,7,Aggiunti civici,2026-09,1240,1241,2026-09-15,004096,D967,C_D967
PIEMONTE,VERCELLI,LIVORNO FERRARIS,2975,2967,99.73,0,7,Aggiunti civici,2026-09,2967,2968,2026-09-15,002071,E626,c_e626
SICILIA,CALTANISSETTA,ACQUAVIVA PLATANI,2214,2207,99.68,0,7,Aggiunti civici,2026-09,2207,2207,2026-09-15,085001,A049,c_a049
TRENTINO ALTO ADIGE,TRENTO,MOENA,2327,0,0.0,0,7,Aggiunti civici,2026-09,0,2320,2026-09-15,022118,F263,c_f263
VENETO,TREVISO,RONCADE,6333,6314,99.7,0,7,Aggiunti civici,2026-09,6314,6326,2026-09-15,026069,H523,c_h523
VENETO,VERONA,COLOGNA VENETA,6132,1482,24.17,0,7,Aggiunti civici,2026-09,1482,6125,2026-09-15,023027,C890,C_C890
VENETO,VERONA,VERONA,53045,52988,99.89,0,7,Aggiunti civici,2026-09,52988,53038,2026-09-15,023091,L781,c_l781
LOMBARDIA,BRESCIA,ROVATO,10238,10225,99.87,0,6,Aggiunti civici,2026-09,10225,10232,2026-09-15,017166,H598,c_h598
MARCHE,MACERATA,TREIA,3727,0,0.0,0,6,Aggiunti civici,2026-09,0,3721,2026-09-15,043054,L366,c_l366
PIEMONTE,TORINO,LEINI,5359,0,0.0,0,6,Aggiunti civici,2026-09,0,5353,2026-09-15,001130,E518,c_e518
PIEMONTE,TORINO,VINOVO,3573,3565,99.78,0,6,Aggiunti civici,2026-09,3565,3567,2026-09-15,001309,M060,c_m060
TRENTINO ALTO ADIGE,TRENTO,NOMI,624,0,0.0,0,6,Aggiunti civici,2026-09,0,618,2026-09-15,022128,F929,c_f929
VENETO,PADOVA,SAN MARTINO DI LUPARI,5617,0,0.0,0,6,Aggiunti civici,2026-09,0,5611,2026-09-15,028077,I008,c_i008
VENETO,VICENZA,BROGLIANO,2111,34,1.61,0,6,Aggiunti civici,2026-09,34,2105,2026-09-15,024017,B196,c_b196
LIGURIA,SAVONA,TOIRANO,1130,1124,99.47,0,5,Aggiunti civici,2026-09,1124,1125,2026-09-15,009061,L190,c_l190
LOMBARDIA,BRESCIA,REZZATO,5093,5079,99.73,0,5,Aggiunti civici,2026-09,5079,5088,2026-09-15,017161,H256,c_h256
LOMBARDIA,MANTOVA,SUZZARA,8503,8491,99.86,0,5,Aggiunti civici,2026-09,8491,8498,2026-09-15,020065,L020,c_l020
LOMBARDIA,SONDRIO,BERBENNO DI VALTELLINA,1811,1806,99.72,0,5,Aggiunti civici,2026-09,1806,1806,2026-09-15,014007,A787,c_a787
MOLISE,CAMPOBASSO,TERMOLI,12850,12832,99.86,0,5,Aggiunti civici,2026-09,12832,12845,2026-09-15,070078,L113,c_l113
PIEMONTE,TORINO,RIVALTA DI TORINO,6273,6254,99.7,0,5,Aggiunti civici,2026-09,6254,6268,2026-09-15,001214,H335,c_h335
TRENTINO ALTO ADIGE,BOLZANO,SAN MARTINO IN PASSIRIA,1300,1291,99.31,0,5,Aggiunti civici,2026-09,1291,1295,2026-09-15,021083,H989,c_h989
TRENTINO ALTO ADIGE,TRENTO,CASTELLO-MOLINA DI FIEMME,1359,0,0.0,0,5,Aggiunti civici,2026-09,0,1354,2026-09-15,022047,C189,c_c194
TRENTINO ALTO ADIGE,TRENTO,SAN MICHELE ALL'ADIGE,996,0,0.0,0,5,Aggiunti civici,2026-09,0,991,2026-09-15,022167,I042,c_i042
VENETO,VERONA,CASALEONE,3286,0,0.0,0,5,Aggiunti civici,2026-09,0,3281,2026-09-15,023019,B886,c_b886
ABRUZZO,CHIETI,CASALBORDINO,3373,3362,99.67,0,4,Aggiunti civici,2026-09,3362,3369,2026-09-15,069015,B865,c_b865
EMILIA ROMAGNA,BOLOGNA,MEDICINA,6395,6381,99.78,0,4,Aggiunti civici,2026-09,6381,6391,2026-09-15,037037,F083,c_f083
EMILIA ROMAGNA,PARMA,BUSSETO,4492,0,0.0,0,4,Aggiunti civici,2026-09,0,4488,2026-09-15,034007,B293,c_b293
FRIULI VENEZIA GIULIA,PORDENONE,MANIAGO,4469,0,0.0,0,4,Aggiunti civici,2026-09,0,4465,2026-09-15,093025,E889,c_e889
LIGURIA,GENOVA,TRIBOGNA,788,1,0.13,0,4,Aggiunti civici,2026-09,1,784,2026-09-15,010063,L416,c_l416
LOMBARDIA,BRESCIA,CALCINATO,5421,0,0.0,0,4,Aggiunti civici,2026-09,0,5417,2026-09-15,017032,B394,c_b394
LOMBARDIA,BRESCIA,PAITONE,1038,1028,99.04,0,4,Aggiunti civici,2026-09,1028,1034,2026-09-15,017132,G248,c_g248
LOMBARDIA,MILANO,BUSSERO,1273,1269,99.69,0,4,Aggiunti civici,2026-09,1269,1269,2026-09-15,015040,B292,c_b292
LOMBARDIA,PAVIA,TRIVOLZIO,1124,1117,99.38,0,4,Aggiunti civici,2026-09,1117,1120,2026-09-15,018163,L440,c_l440
PIEMONTE,TORINO,CUORGNÈ,3323,3316,99.79,0,4,Aggiunti civici,2026-09,3316,3319,2026-09-15,001098,D208,c_d208
SICILIA,PALERMO,BELMONTE MEZZAGNO,8636,1,0.01,0,4,Aggiunti civici,2026-09,1,8632,2026-09-15,082009,A764,c_a764
TOSCANA,AREZZO,CORTONA,11258,11249,99.92,0,4,Aggiunti civici,2026-09,11249,11254,2026-09-15,051017,D077,c_d077
TRENTINO ALTO ADIGE,BOLZANO,CORTACCIA SULLA STRADA DEL VINO,840,0,0.0,0,4,Aggiunti civici,2026-09,0,836,2026-09-15,021024,D048,c_d048
TRENTINO ALTO ADIGE,TRENTO,LAVIS,3493,3489,99.89,0,4,Aggiunti civici,2026-09,3489,3489,2026-09-15,022103,E500,c_e500
VENETO,PADOVA,LEGNARO,4020,0,0.0,0,4,Aggiunti civici,2026-09,0,4016,2026-09-15,028044,E515,c_e515
VENETO,VENEZIA,CEGGIA,2076,2069,99.66,0,4,Aggiunti civici,2026-09,2069,2072,2026-09-15,027007,C422,c_c422
VENETO,VICENZA,CHIUPPANO,1471,1467,99.73,0,4,Aggiunti civici,2026-09,1467,1467,2026-09-15,024030,C650,c_c650
EMILIA ROMAGNA,PIACENZA,PODENZANO,3173,3170,99.91,0,3,Aggiunti civici,2026-09,3170,3170,2026-09-15,033035,G747,c_g747
FRIULI VENEZIA GIULIA,UDINE,AQUILEIA,1648,0,0.0,0,3,Aggiunti civici,2026-09,0,1645,2026-09-15,030004,A346,c_a346
LIGURIA,GENOVA,CHIAVARI,10193,0,0.0,0,3,Aggiunti civici,2026-09,0,10190,2026-09-15,010015,C621,c_c621
LOMBARDIA,BERGAMO,CALCINATE,1905,1902,99.84,0,3,Aggiunti civici,2026-09,1902,1902,2026-09-15,016043,B393,c_b393
LOMBARDIA,BRESCIA,FLERO,3942,3932,99.75,0,3,Aggiunti civici,2026-09,3932,3939,2026-09-15,017072,D634,C_D634
LOMBARDIA,BRESCIA,GAVARDO,5954,5934,99.66,0,3,Aggiunti civici,2026-09,5934,5951,2026-09-15,017077,D940,c_d940
LOMBARDIA,COMO,FINO MORNASCO,2898,2531,87.34,0,3,Aggiunti civici,2026-09,2531,2895,2026-09-15,013102,D605,c_d605
LOMBARDIA,MILANO,RESCALDINA,5967,3,0.05,0,3,Aggiunti civici,2026-09,3,5964,2026-09-15,015181,H240,c_h240
LOMBARDIA,PAVIA,PIZZALE,477,1,0.21,0,3,Aggiunti civici,2026-09,1,474,2026-09-15,018116,G720,c_g720
LOMBARDIA,PAVIA,TORREVECCHIA PIA,1198,1195,99.75,0,3,Aggiunti civici,2026-09,1195,1195,2026-09-15,018160,L285,c_l285
LOMBARDIA,VARESE,CASTIGLIONE OLONA,1858,0,0.0,0,3,Aggiunti civici,2026-09,0,1855,2026-09-15,012046,C300,c_c300
MARCHE,PESARO E URBINO,COLLI AL METAURO,7204,0,0.0,0,3,Aggiunti civici,2026-09,0,7201,2026-09-15,041069,M380,cdcoame
